[21094, 'chrM', '0', '620', 'Pol2_peaks.bed']
[20815, 'chr8', '37698600', '37701199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19659, 'chr8', '37700179', '37700339', 'Pol2_peaks.bed']
[8546, 'chr19', '37700400', '37702399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10449, 'chr19', '37701384', '37701760', 'Pol2_peaks.bed']
[149, 'chrX', '37705800', '37707399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20816, 'chr8', '37706000', '37708999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21178, 'chrX', '37706731', '37706990', 'Pol2_peaks.bed']
[19660, 'chr8', '37707266', '37707601', 'Pol2_peaks.bed']
[8547, 'chr19', '37708200', '37710799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10450, 'chr19', '37708605', '37708713', 'Pol2_peaks.bed']
[10451, 'chr19', '37708757', '37709259', 'Pol2_peaks.bed']
[9824, 'chr22', '37720400', '37721599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18194, 'chr1', '37720800', '37721999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4784, 'chr17', '37728200', '37731399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9825, 'chr22', '37729600', '37732799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13638, 'chr22', '37736829', '37736922', 'Pol2_peaks.bed']
[19661, 'chr8', '37738594', '37738687', 'Pol2_peaks.bed']
[8548, 'chr19', '37742200', '37743599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12445, 'chr6', '37750800', '37753399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17614, 'chr6', '37751382', '37751507', 'Pol2_peaks.bed']
[4785, 'chr17', '37751400', '37754799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17615, 'chr6', '37751676', '37751794', 'Pol2_peaks.bed']
[20489, 'chr9', '37752896', '37753004', 'Pol2_peaks.bed']
[19947, 'chr9', '37753000', '37754799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20490, 'chr9', '37753717', '37753815', 'Pol2_peaks.bed']
[20817, 'chr8', '37754000', '37757799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10734, 'chr21', '37756600', '37759399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19662, 'chr8', '37756842', '37757058', 'Pol2_peaks.bed']
[4786, 'chr17', '37757000', '37765799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13294, 'chr21', '37757550', '37757802', 'Pol2_peaks.bed']
[16390, 'chr2', '37762800', '37763799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[150, 'chrX', '37764600', '37766199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4787, 'chr17', '37773000', '37775199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19663, 'chr8', '37773444', '37773623', 'Pol2_peaks.bed']
[19664, 'chr8', '37773698', '37773895', 'Pol2_peaks.bed']
[4788, 'chr17', '37780800', '37784999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19948, 'chr9', '37782000', '37786399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20491, 'chr9', '37784872', '37785129', 'Pol2_peaks.bed']
[12446, 'chr6', '37785800', '37789399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17616, 'chr6', '37786699', '37786822', 'Pol2_peaks.bed']
[17617, 'chr6', '37787009', '37787171', 'Pol2_peaks.bed']
[587, 'chr1', '37791662', '37792023', 'Pol2_peaks.bed']
[4789, 'chr17', '37792800', '37796599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8549, 'chr19', '37794600', '37795799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19665, 'chr8', '37797502', '37797615', 'Pol2_peaks.bed']
[19949, 'chr9', '37799000', '37803599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20492, 'chr9', '37800514', '37800948', 'Pol2_peaks.bed']
[8695, 'chr17', '37801501', '37801623', 'Pol2_peaks.bed']
[8550, 'chr19', '37802800', '37804199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8551, 'chr19', '37806600', '37810799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10452, 'chr19', '37808507', '37808938', 'Pol2_peaks.bed']
[9826, 'chr22', '37815400', '37817999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9827, 'chr22', '37821600', '37825599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20818, 'chr8', '37822400', '37824799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4790, 'chr17', '37823000', '37825999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8552, 'chr19', '37824600', '37827199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10453, 'chr19', '37825049', '37825260', 'Pol2_peaks.bed']
[10454, 'chr19', '37825502', '37825792', 'Pol2_peaks.bed']
[14386, 'chr4', '37826800', '37830199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15221, 'chr4', '37828258', '37828560', 'Pol2_peaks.bed']
[13282, 'chr5', '37833600', '37841399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4791, 'chr17', '37843200', '37845799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8696, 'chr17', '37844102', '37844379', 'Pol2_peaks.bed']
[8697, 'chr17', '37844427', '37844625', 'Pol2_peaks.bed']
[8698, 'chr17', '37845176', '37845357', 'Pol2_peaks.bed']
[4792, 'chr17', '37854800', '37860599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8699, 'chr17', '37856102', '37856304', 'Pol2_peaks.bed']
[18195, 'chr1', '37860600', '37861799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8553, 'chr19', '37861400', '37863399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10455, 'chr19', '37861731', '37861918', 'Pol2_peaks.bed']
[20493, 'chr9', '37862645', '37862738', 'Pol2_peaks.bed']
[4793, 'chr17', '37885000', '37887799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8700, 'chr17', '37885737', '37885839', 'Pol2_peaks.bed']
[8701, 'chr17', '37886193', '37886286', 'Pol2_peaks.bed']
[8702, 'chr17', '37886399', '37886750', 'Pol2_peaks.bed']
[20819, 'chr8', '37886600', '37890399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19666, 'chr8', '37887776', '37887869', 'Pol2_peaks.bed']
[19667, 'chr8', '37888061', '37888159', 'Pol2_peaks.bed']
[14387, 'chr4', '37891000', '37895199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4794, 'chr17', '37892200', '37897999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16391, 'chr2', '37896000', '37901199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8703, 'chr17', '37896993', '37897152', 'Pol2_peaks.bed']
[11367, 'chr2', '37898673', '37898804', 'Pol2_peaks.bed']
[15237, 'chr3', '37901600', '37905199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14025, 'chr3', '37902157', '37902257', 'Pol2_peaks.bed']
[19950, 'chr9', '37902600', '37905999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20494, 'chr9', '37904012', '37904131', 'Pol2_peaks.bed']
[20495, 'chr9', '37904332', '37904509', 'Pol2_peaks.bed']
[4795, 'chr17', '37909600', '37911999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9828, 'chr22', '37914400', '37916799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20820, 'chr8', '37923800', '37925399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19668, 'chr8', '37924646', '37924853', 'Pol2_peaks.bed']
[18196, 'chr1', '37939000', '37942999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[588, 'chr1', '37940149', '37940272', 'Pol2_peaks.bed']
[9829, 'chr22', '37941400', '37943599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13639, 'chr22', '37941994', '37942155', 'Pol2_peaks.bed']
[11111, 'chr7', '37955600', '37957399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9830, 'chr22', '37955800', '37958199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18656, 'chr7', '37956182', '37956297', 'Pol2_peaks.bed']
[8554, 'chr19', '37956600', '37961599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11112, 'chr7', '37959600', '37961799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10456, 'chr19', '37960293', '37960386', 'Pol2_peaks.bed']
[20821, 'chr8', '37961400', '37967399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19669, 'chr8', '37962674', '37962838', 'Pol2_peaks.bed']
[19670, 'chr8', '37962885', '37963355', 'Pol2_peaks.bed']
[14388, 'chr4', '37978200', '37981399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15222, 'chr4', '37978620', '37978842', 'Pol2_peaks.bed']
[18197, 'chr1', '37978800', '37981599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[589, 'chr1', '37980423', '37980603', 'Pol2_peaks.bed']
[590, 'chr1', '37980673', '37980766', 'Pol2_peaks.bed']
[18657, 'chr7', '37982642', '37982735', 'Pol2_peaks.bed']
[591, 'chr1', '37984581', '37984680', 'Pol2_peaks.bed']
[15223, 'chr4', '37990430', '37990524', 'Pol2_peaks.bed']
[8555, 'chr19', '37996200', '37999199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10457, 'chr19', '37997179', '37997528', 'Pol2_peaks.bed']
[9831, 'chr22', '37997400', '37998399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13640, 'chr22', '37997582', '37997802', 'Pol2_peaks.bed']
[10458, 'chr19', '37997665', '37998185', 'Pol2_peaks.bed']
[13641, 'chr22', '37997882', '37997997', 'Pol2_peaks.bed']
[13642, 'chr22', '37998061', '37998154', 'Pol2_peaks.bed']
[9832, 'chr22', '38003000', '38007599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13643, 'chr22', '38003289', '38003423', 'Pol2_peaks.bed']
[13644, 'chr22', '38004431', '38004619', 'Pol2_peaks.bed']
[20822, 'chr8', '38008000', '38009399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4632, 'chr12', '38017135', '38017280', 'Pol2_peaks.bed']
[18198, 'chr1', '38017200', '38020999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20496, 'chr9', '38017362', '38017526', 'Pol2_peaks.bed']
[592, 'chr1', '38019768', '38019939', 'Pol2_peaks.bed']
[18199, 'chr1', '38021800', '38024399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[593, 'chr1', '38022545', '38022708', 'Pol2_peaks.bed']
[20823, 'chr8', '38031400', '38036599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15238, 'chr3', '38032400', '38033199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19671, 'chr8', '38033865', '38034252', 'Pol2_peaks.bed']
[9833, 'chr22', '38034000', '38036999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19672, 'chr8', '38034340', '38034470', 'Pol2_peaks.bed']
[15239, 'chr3', '38035200', '38036999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14026, 'chr3', '38035645', '38036011', 'Pol2_peaks.bed']
[15240, 'chr3', '38039800', '38041399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14027, 'chr3', '38040411', '38040504', 'Pol2_peaks.bed']
[20497, 'chr9', '38047814', '38047946', 'Pol2_peaks.bed']
[7204, 'chr14', '38051800', '38054599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9834, 'chr22', '38053600', '38057199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13645, 'chr22', '38054243', '38054362', 'Pol2_peaks.bed']
[13646, 'chr22', '38054731', '38054838', 'Pol2_peaks.bed']
[7205, 'chr14', '38056600', '38058999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18200, 'chr1', '38059400', '38062799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7206, 'chr14', '38060600', '38061999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[594, 'chr1', '38061329', '38061603', 'Pol2_peaks.bed']
[7207, 'chr14', '38062600', '38069799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10735, 'chr21', '38063800', '38075399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13647, 'chr22', '38064121', '38064233', 'Pol2_peaks.bed']
[19951, 'chr9', '38064400', '38070599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15241, 'chr3', '38064600', '38067399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14028, 'chr3', '38065787', '38065881', 'Pol2_peaks.bed']
[14029, 'chr3', '38066286', '38066398', 'Pol2_peaks.bed']
[20498, 'chr9', '38069112', '38069205', 'Pol2_peaks.bed']
[15242, 'chr3', '38069600', '38072399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9835, 'chr22', '38071800', '38073799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13648, 'chr22', '38072995', '38073102', 'Pol2_peaks.bed']
[10736, 'chr21', '38077200', '38079799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[151, 'chrX', '38078600', '38081199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15243, 'chr3', '38080200', '38081399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10737, 'chr21', '38080600', '38083599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9836, 'chr22', '38082000', '38084799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13649, 'chr22', '38082173', '38082531', 'Pol2_peaks.bed']
[4796, 'chr17', '38082400', '38084999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8556, 'chr19', '38084400', '38086599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10459, 'chr19', '38085263', '38085396', 'Pol2_peaks.bed']
[10460, 'chr19', '38085514', '38085658', 'Pol2_peaks.bed']
[20824, 'chr8', '38088200', '38090799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19673, 'chr8', '38088802', '38089081', 'Pol2_peaks.bed']
[19674, 'chr8', '38089279', '38089391', 'Pol2_peaks.bed']
[7208, 'chr14', '38090800', '38092599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9837, 'chr22', '38092200', '38093999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13650, 'chr22', '38092935', '38093122', 'Pol2_peaks.bed']
[13651, 'chr22', '38093355', '38093600', 'Pol2_peaks.bed']
[18201, 'chr1', '38098800', '38101999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17618, 'chr6', '38105609', '38105716', 'Pol2_peaks.bed']
[4797, 'chr17', '38108600', '38110399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8704, 'chr17', '38109657', '38109964', 'Pol2_peaks.bed']
[18658, 'chr7', '38110543', '38110636', 'Pol2_peaks.bed']
[11368, 'chr2', '38112058', '38112151', 'Pol2_peaks.bed']
[8705, 'chr17', '38115367', '38115540', 'Pol2_peaks.bed']
[10738, 'chr21', '38118800', '38122999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13295, 'chr21', '38122272', '38122432', 'Pol2_peaks.bed']
[20825, 'chr8', '38124800', '38128199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19675, 'chr8', '38126056', '38126174', 'Pol2_peaks.bed']
[19676, 'chr8', '38126418', '38126575', 'Pol2_peaks.bed']
[19677, 'chr8', '38126745', '38127065', 'Pol2_peaks.bed']
[4798, 'chr17', '38135800', '38139199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8706, 'chr17', '38136546', '38136700', 'Pol2_peaks.bed']
[8707, 'chr17', '38137005', '38137187', 'Pol2_peaks.bed']
[9838, 'chr22', '38140600', '38143999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8557, 'chr19', '38144400', '38147799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3573, 'chr10', '38145600', '38148399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16392, 'chr2', '38151400', '38153399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11369, 'chr2', '38152488', '38152819', 'Pol2_peaks.bed']
[18202, 'chr1', '38154600', '38159599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[595, 'chr1', '38156094', '38156256', 'Pol2_peaks.bed']
[596, 'chr1', '38158129', '38158310', 'Pol2_peaks.bed']
[15244, 'chr3', '38177200', '38181599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14030, 'chr3', '38178433', '38178659', 'Pol2_peaks.bed']
[14031, 'chr3', '38178878', '38178997', 'Pol2_peaks.bed']
[8558, 'chr19', '38182400', '38183599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[152, 'chrX', '38185000', '38187199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21179, 'chrX', '38186387', '38186480', 'Pol2_peaks.bed']
[21180, 'chrX', '38186580', '38186843', 'Pol2_peaks.bed']
[9839, 'chr22', '38197600', '38206199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18203, 'chr1', '38200400', '38201599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13652, 'chr22', '38201188', '38201335', 'Pol2_peaks.bed']
[13653, 'chr22', '38203976', '38204071', 'Pol2_peaks.bed']
[15245, 'chr3', '38205200', '38209599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14032, 'chr3', '38206676', '38207039', 'Pol2_peaks.bed']
[4799, 'chr17', '38208800', '38211799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8559, 'chr19', '38208800', '38210999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16393, 'chr2', '38209400', '38210399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8708, 'chr17', '38210495', '38210714', 'Pol2_peaks.bed']
[10461, 'chr19', '38210513', '38210807', 'Pol2_peaks.bed']
[8709, 'chr17', '38210779', '38210950', 'Pol2_peaks.bed']
[9840, 'chr22', '38213400', '38215599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13654, 'chr22', '38213882', '38213978', 'Pol2_peaks.bed']
[13655, 'chr22', '38214080', '38214173', 'Pol2_peaks.bed']
[13656, 'chr22', '38214386', '38214554', 'Pol2_peaks.bed']
[4800, 'chr17', '38217200', '38221199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11113, 'chr7', '38217200', '38219199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18659, 'chr7', '38217521', '38217714', 'Pol2_peaks.bed']
[18204, 'chr1', '38217600', '38220399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9841, 'chr22', '38220000', '38221999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4801, 'chr17', '38224600', '38225799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20499, 'chr9', '38227287', '38227417', 'Pol2_peaks.bed']
[18205, 'chr1', '38229800', '38233399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20826, 'chr8', '38236400', '38241399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9842, 'chr22', '38238400', '38241599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19678, 'chr8', '38239899', '38240088', 'Pol2_peaks.bed']
[20827, 'chr8', '38242000', '38245599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9843, 'chr22', '38243800', '38247599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19679, 'chr8', '38244005', '38244110', 'Pol2_peaks.bed']
[13657, 'chr22', '38245218', '38245542', 'Pol2_peaks.bed']
[4802, 'chr17', '38254200', '38257599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13283, 'chr5', '38256400', '38259599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8710, 'chr17', '38256762', '38256866', 'Pol2_peaks.bed']
[18206, 'chr1', '38258400', '38261999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13658, 'chr22', '38259628', '38259737', 'Pol2_peaks.bed']
[19680, 'chr8', '38261671', '38262099', 'Pol2_peaks.bed']
[3574, 'chr10', '38263600', '38265999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16394, 'chr2', '38264600', '38265999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2506, 'chr10', '38265106', '38265199', 'Pol2_peaks.bed']
[2507, 'chr10', '38265265', '38265569', 'Pol2_peaks.bed']
[8560, 'chr19', '38269000', '38271599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4803, 'chr17', '38269200', '38270999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8711, 'chr17', '38269614', '38269719', 'Pol2_peaks.bed']
[8712, 'chr17', '38269840', '38270029', 'Pol2_peaks.bed']
[10462, 'chr19', '38270152', '38270590', 'Pol2_peaks.bed']
[18660, 'chr7', '38271769', '38271862', 'Pol2_peaks.bed']
[18207, 'chr1', '38272400', '38275199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[597, 'chr1', '38273369', '38273564', 'Pol2_peaks.bed']
[598, 'chr1', '38273778', '38273972', 'Pol2_peaks.bed']
[4804, 'chr17', '38276400', '38281799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8713, 'chr17', '38279514', '38279649', 'Pol2_peaks.bed']
[4805, 'chr17', '38295400', '38297999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8714, 'chr17', '38296290', '38296442', 'Pol2_peaks.bed']
[20828, 'chr8', '38296600', '38300999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8715, 'chr17', '38296689', '38297043', 'Pol2_peaks.bed']
[3575, 'chr10', '38298800', '38301199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2508, 'chr10', '38299478', '38299651', 'Pol2_peaks.bed']
[16395, 'chr2', '38299800', '38304999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2509, 'chr10', '38299805', '38300212', 'Pol2_peaks.bed']
[9844, 'chr22', '38301200', '38301999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9845, 'chr22', '38302800', '38303799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8561, 'chr19', '38307400', '38308999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20829, 'chr8', '38320400', '38327399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18208, 'chr1', '38323800', '38326799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[599, 'chr1', '38325324', '38325569', 'Pol2_peaks.bed']
[16396, 'chr2', '38325400', '38326999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[600, 'chr1', '38325809', '38325991', 'Pol2_peaks.bed']
[19681, 'chr8', '38326008', '38326216', 'Pol2_peaks.bed']
[20830, 'chr8', '38329200', '38330599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19682, 'chr8', '38329610', '38329740', 'Pol2_peaks.bed']
[13296, 'chr21', '38331995', '38332088', 'Pol2_peaks.bed']
[4806, 'chr17', '38332600', '38335199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10739, 'chr21', '38337000', '38339999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13297, 'chr21', '38338830', '38338957', 'Pol2_peaks.bed']
[4807, 'chr17', '38346600', '38349399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8716, 'chr17', '38346836', '38347003', 'Pol2_peaks.bed']
